Eps    1: ENVT  101: ENVR   -204.9 :EC  0:TS  101: R   -278.0 :eps 1.000:Act ((Robot(R1): Node(25)->Node(57)),(Robot(R2): Node(24)->Node(56)),(Robot(R3): Node(32)->Node(62)),(Robot(R4): Node(21)->Node(53)),(Robot(R5): Node(69)->Node(9)),(Robot(R6): Node(10)->Node(44)),(Robot(R7): Node(105)->Node(65)),(Robot(R8): Node(76)->Node(10)),(Robot(R9): Node(41)->Node(6))) 
Eps 2870: ENVT  101: ENVR   -304.7 :EC  0:TS  101: R   -327.4 :eps 0.000:Act ((Robot(R1): Node(52)->Node(19)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(78)->Node(12)),(Robot(R9): Node(86)->Node(20))) 
Eps 2871: ENVT  101: ENVR   -304.7 :EC  0:TS  101: R   -308.2 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(101)->Node(61)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(14)->Node(74)),(None: None->None),(None: None->None)) 
Eps 2872: ENVT  101: ENVR   -304.7 :EC  0:TS  101: R   -247.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(79)->Node(19)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2873: ENVT  101: ENVR   -304.7 :EC  0:TS  101: R   -215.4 :eps 0.000:Act ((Robot(R1): Node(0)->Node(36)),(None: None->None),(Robot(R3): Node(43)->Node(8)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(20)->Node(80)),(None: None->None)) 
Eps 2874: ENVT  101: ENVR   -304.7 :EC  0:TS  101: R   -282.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(70)->Node(4)),(None: None->None),(None: None->None),(Robot(R7): Node(45)->Node(10)),(None: None->None),(None: None->None)) 
Eps 2875: ENVT  101: ENVR   -218.8 :EC  0:TS  101: R   -169.5 :eps 0.000:Act ((Robot(R1): Node(9)->Node(75)),(None: None->None),(Robot(R3): Node(44)->Node(9)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(35)->Node(65)),(None: None->None)) 
Eps 2876: ENVT  101: ENVR   -218.8 :EC  0:TS  101: R   -253.6 :eps 0.000:Act ((Robot(R1): Node(32)->Node(92)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2877: ENVT  101: ENVR   -218.8 :EC  0:TS  101: R   -422.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2878: ENVT  101: ENVR   -218.8 :EC  0:TS  101: R   -388.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(77)->Node(17)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(17)->Node(83)),(None: None->None)) 
Eps 2879: ENVT  101: ENVR   -218.8 :EC  0:TS  101: R   -287.7 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(15)->Node(81)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(22)->Node(54)),(None: None->None)) 
Eps 2880: ENVT  101: ENVR   -371.6 :EC  0:TS  101: R   -344.4 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(37)->Node(97)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2881: ENVT  101: ENVR   -371.6 :EC  0:TS  101: R   -402.8 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(9)->Node(75)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(23)->Node(55))) 
Eps 2882: ENVT  101: ENVR   -371.6 :EC  0:TS  101: R   -264.4 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(68)->Node(2)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2883: ENVT  101: ENVR   -371.6 :EC  0:TS  101: R   -328.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(22)->Node(54)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2884: ENVT  101: ENVR   -371.6 :EC  0:TS  101: R   -146.2 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(24)->Node(84)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(12)->Node(72)),(None: None->None),(None: None->None),(Robot(R9): Node(72)->Node(6))) 
Eps 2885: ENVT  101: ENVR   -436.8 :EC  0:TS  101: R   -447.1 :eps 0.000:Act ((Robot(R1): Node(37)->Node(97)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2886: ENVT  101: ENVR   -436.8 :EC  0:TS  101: R   -327.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(21)->Node(53)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(104)->Node(64)),(None: None->None)) 
Eps 2887: ENVT  101: ENVR   -436.8 :EC  0:TS  101: R   -277.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2888: ENVT  101: ENVR   -436.8 :EC  0:TS  101: R   -266.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(44)->Node(9)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2889: ENVT  101: ENVR   -436.8 :EC  0:TS  101: R   -331.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(28)->Node(60)),(None: None->None),(Robot(R6): Node(98)->Node(38)),(Robot(R7): Node(61)->Node(101)),(Robot(R8): Node(71)->Node(11)),(Robot(R9): Node(62)->Node(31))) 
Eps 2890: ENVT  101: ENVR   -390.5 :EC  0:TS  101: R   -401.4 :eps 0.000:Act ((Robot(R1): Node(41)->Node(6)),(Robot(R2): Node(6)->Node(66)),(Robot(R3): Node(72)->Node(6)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2891: ENVT  101: ENVR   -390.5 :EC  0:TS  101: R   -336.7 :eps 0.000:Act ((Robot(R1): Node(102)->Node(62)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2892: ENVT  101: ENVR   -390.5 :EC  0:TS  101: R   -346.8 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(8)->Node(42)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2893: ENVT  101: ENVR   -390.5 :EC  0:TS  101: R   -348.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2894: ENVT  101: ENVR   -390.5 :EC  0:TS  101: R   -322.1 :eps 0.000:Act ((Robot(R1): Node(13)->Node(79)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(78)->Node(12)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2895: ENVT  101: ENVR   -297.9 :EC  0:TS  101: R   -281.7 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(5)->Node(71)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(100)->Node(40)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2896: ENVT  101: ENVR   -297.9 :EC  0:TS  101: R   -322.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(10)->Node(70)),(None: None->None),(None: None->None),(Robot(R7): Node(26)->Node(58)),(None: None->None),(None: None->None)) 
Eps 2897: ENVT  101: ENVR   -297.9 :EC  0:TS  101: R   -293.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2898: ENVT  101: ENVR   -297.9 :EC  0:TS  101: R   -324.8 :eps 0.000:Act ((Robot(R1): Node(3)->Node(69)),(None: None->None),(None: None->None),(Robot(R4): Node(22)->Node(82)),(Robot(R5): Node(2)->Node(38)),(None: None->None),(Robot(R7): Node(23)->Node(55)),(Robot(R8): Node(24)->Node(56)),(None: None->None)) 
Eps 2899: ENVT  101: ENVR   -297.9 :EC  0:TS  101: R   -293.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(42)->Node(7)),(Robot(R9): Node(7)->Node(73))) 
Eps 2900: ENVT  101: ENVR   -308.0 :EC  0:TS  101: R   -361.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(97)->Node(37)),(Robot(R9): Node(25)->Node(91))) 
Eps 2901: ENVT  101: ENVR   -308.0 :EC  0:TS  101: R   -410.1 :eps 0.000:Act ((Robot(R1): Node(72)->Node(6)),(Robot(R2): Node(6)->Node(66)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(66)->Node(0)),(None: None->None),(None: None->None)) 
Eps 2902: ENVT  101: ENVR   -308.0 :EC  0:TS  101: R   -313.1 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(104)->Node(64)),(None: None->None),(None: None->None),(Robot(R5): Node(66)->Node(0)),(Robot(R6): Node(71)->Node(11)),(None: None->None),(None: None->None),(Robot(R9): Node(51)->Node(18))) 
Eps 2903: ENVT  101: ENVR   -308.0 :EC  0:TS  101: R   -346.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2904: ENVT  101: ENVR   -308.0 :EC  0:TS  101: R   -361.6 :eps 0.000:Act ((Robot(R1): Node(37)->Node(97)),(Robot(R2): Node(24)->Node(84)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2905: ENVT  101: ENVR   -377.0 :EC  0:TS  101: R   -335.0 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(97)->Node(37)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(62)->Node(102)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2906: ENVT  101: ENVR   -377.0 :EC  0:TS  101: R   -248.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(13)->Node(47)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(46)->Node(13))) 
Eps 2907: ENVT  101: ENVR   -377.0 :EC  0:TS  101: R   -213.6 :eps 0.000:Act ((Robot(R1): Node(64)->Node(104)),(Robot(R2): Node(24)->Node(56)),(Robot(R3): Node(40)->Node(5)),(None: None->None),(None: None->None),(Robot(R6): Node(9)->Node(43)),(Robot(R7): Node(23)->Node(55)),(None: None->None),(Robot(R9): Node(8)->Node(68))) 
Eps 2908: ENVT  101: ENVR   -377.0 :EC  0:TS  101: R   -353.1 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(70)->Node(4)),(None: None->None),(Robot(R5): Node(61)->Node(101)),(None: None->None),(None: None->None),(Robot(R8): Node(5)->Node(71)),(Robot(R9): Node(101)->Node(61))) 
Eps 2909: ENVT  101: ENVR   -377.0 :EC  0:TS  101: R   -320.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(95)->Node(35)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2910: ENVT  101: ENVR   -350.4 :EC  0:TS  101: R   -387.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2911: ENVT  101: ENVR   -350.4 :EC  0:TS  101: R   -265.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(12)->Node(46)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2912: ENVT  101: ENVR   -350.4 :EC  0:TS  101: R   -404.2 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(22)->Node(82)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2913: ENVT  101: ENVR   -350.4 :EC  0:TS  101: R   -388.3 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(9)->Node(75)),(Robot(R4): Node(104)->Node(64)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2914: ENVT  101: ENVR   -350.4 :EC  0:TS  101: R   -379.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(9)->Node(75))) 
Eps 2915: ENVT  101: ENVR   -375.3 :EC  0:TS  101: R   -379.0 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(93)->Node(33)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(104)->Node(64)),(None: None->None)) 
Eps 2916: ENVT  101: ENVR   -375.3 :EC  0:TS  101: R   -260.0 :eps 0.000:Act ((Robot(R1): Node(6)->Node(66)),(None: None->None),(Robot(R3): Node(66)->Node(0)),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(83)->Node(23)),(None: None->None),(None: None->None)) 
Eps 2917: ENVT  101: ENVR   -375.3 :EC  0:TS  101: R   -420.2 :eps 0.000:Act ((Robot(R1): Node(101)->Node(61)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(61)->Node(30)),(None: None->None)) 
Eps 2918: ENVT  101: ENVR   -375.3 :EC  0:TS  101: R   -383.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(97)->Node(37)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2919: ENVT  101: ENVR   -375.3 :EC  0:TS  101: R   -302.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(90)->Node(24)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2920: ENVT  101: ENVR   -328.2 :EC  0:TS  101: R   -329.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2921: ENVT  101: ENVR   -328.2 :EC  0:TS  101: R   -357.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(61)->Node(101)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2922: ENVT  101: ENVR   -328.2 :EC  0:TS  101: R   -210.8 :eps 0.000:Act ((Robot(R1): Node(91)->Node(31)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(24)->Node(56)),(Robot(R7): Node(97)->Node(37)),(None: None->None),(None: None->None)) 
Eps 2923: ENVT  101: ENVR   -328.2 :EC  0:TS  101: R   -318.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(43)->Node(8)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2924: ENVT  101: ENVR   -328.2 :EC  0:TS  101: R   -231.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(10)->Node(70))) 
Eps 2925: ENVT  101: ENVR   -262.4 :EC  0:TS  101: R   -277.6 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(99)->Node(39)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2926: ENVT  101: ENVR   -262.4 :EC  0:TS  101: R   -262.8 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(16)->Node(50)),(None: None->None),(Robot(R5): Node(22)->Node(82)),(None: None->None),(Robot(R7): Node(23)->Node(55)),(None: None->None),(None: None->None)) 
Eps 2927: ENVT  101: ENVR   -262.4 :EC  0:TS  101: R   -212.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(41)->Node(6)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2928: ENVT  101: ENVR   -262.4 :EC  0:TS  101: R   -367.8 :eps 0.000:Act ((Robot(R1): Node(25)->Node(91)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2929: ENVT  101: ENVR   -262.4 :EC  0:TS  101: R   -312.4 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(39)->Node(4)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2930: ENVT  101: ENVR   -228.9 :EC  0:TS  101: R   -225.6 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(65)->Node(34)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(11)->Node(77))) 
Eps 2931: ENVT  101: ENVR   -228.9 :EC  0:TS  101: R   -292.2 :eps 0.000:Act ((Robot(R1): Node(37)->Node(97)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(104)->Node(64)),(None: None->None),(Robot(R8): Node(50)->Node(17)),(None: None->None)) 
Eps 2932: ENVT  101: ENVR   -228.9 :EC  0:TS  101: R   -330.1 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(15)->Node(81)),(None: None->None),(None: None->None),(Robot(R6): Node(99)->Node(39)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 2933: ENVT  101: ENVR   -228.9 :EC  0:TS  101: R   -310.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(62)->Node(102)),(None: None->None),(Robot(R8): Node(102)->Node(62)),(None: None->None)) 
Eps 2934: ENVT  101: ENVR   -228.9 :EC  0:TS  101: R   -272.9 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(40)->Node(5)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(100)->Node(40)),(None: None->None),(None: None->None),(Robot(R9): Node(4)->Node(40))) 
Eps 2935: ENVT  101: ENVR   -385.9 :EC  0:TS  101: R   -271.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(9)->Node(43))) 
Eps 2936: ENVT  101: ENVR   -385.9 :EC  0:TS  101: R   -153.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(15)->Node(81)),(Robot(R6): Node(4)->Node(40)),(Robot(R7): Node(91)->Node(31)),(None: None->None),(Robot(R9): Node(69)->Node(9))) 
Eps 2937: ENVT  101: ENVR   -385.9 :EC  0:TS  101: R   -173.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(32)->Node(62)),(None: None->None),(None: None->None),(Robot(R7): Node(19)->Node(85)),(None: None->None),(Robot(R9): Node(51)->Node(18))) 
Eps 2938: ENVT  101: ENVR   -385.9 :EC  0:TS  101: R   -334.8 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(91)->Node(31)),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(59)->Node(28)),(None: None->None),(None: None->None)) 
Eps 2939: ENVT  101: ENVR   -385.9 :EC  0:TS  101: R   -391.9 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(14)->Node(74)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(44)->Node(9)),(Robot(R7): Node(9)->Node(75)),(None: None->None),(None: None->None)) 
